StationCode,RT_RO_Other,DATE,MONTH,YEAR,PERIOD,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,YSIb_DO_mgL,Logger_DO_min,Logger_DO_mean,Logger_DO_max,Logger_DO_range,YSIb_Salinity,Logger_Salin_min,Logger_Salin_mean,Logger_Salin_max,Logger_Salin_range,YSIb_Temp,Logger_Temp_min,Logger_Temp_mean,Logger_Temp_max,Logger_Temp_range,Logger_pH_min,Logger_pH_mean,Logger_pH_max,Logger_pH_range,TOC_Water_DHEC,Chl_a_DHEC,SecchiDepth_m,TOC_sediment,SiltClay,Entero_DHEC,LOG_ENTERO,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND
RT99037,TidalCreek,8/24/99,8,1999,1999-2008,32.94183,-79.77252,Berkeley,2,109,4.691347882,3.12,1.34,3.06,4.58,3.24,21.2,16.2,20.35,21.5,5.3,29.3,28.21,29.26,30.35,2.14,6.97,7.12,7.38,0.41,3.700000048,7.42,,0.370000005,5.490991116,,,60,1.77815125,26.90999985,0,0,0,,0,0.0158,0,0.000066753,0,0.00527853,2,2,0.5,8,62,0.688345473,2.5,2.976,0.320323082,3,4.84,10,16.13
RO99302,OpenWater,8/25/99,8,1999,1999-2008,32.63618,-80.46825,Colleton,10,97,4.574710979,3.76,1.62,3.34,3.82,2.2,10.1,4.8,8.16,12.6,7.8,29.6,29.49,29.76,30.07,0.58,6.69,6.81,6.98,0.29,9.699999809,11.36,,6.61500001,96.75579071,,,23,1.361727836,195.7066956,94.27999878,1.626000047,0,,0,0.105,0.003762328,0.01143017,0.009033334,0.03740414,,,,10,38,0.826869806,3,2.375,0.378100204,3,7.89,15,39.47
RT99004,TidalCreek,8/26/99,8,1999,1999-2008,32.64392,-80.04372,Charleston,1.3,78,4.356708827,2.73,1.09,3.7,5.56,4.47,33.5,33.7,34.35,35.4,1.7,29.1,28.68,29.23,30.98,2.3,7.3,7.61,7.98,0.68,0,12.28,,0.270000003,10.45664787,,,8,0.903089987,28.22629929,0,0.925999999,0.090000004,,0.001952278,0.0202,0,0,0.005144444,0.00708992,18,82,0.715348007,41,457,0.92149772,4.5,2.491,,156,34.14,60,13.13
RT99002,TidalCreek,8/31/99,8,1999,1999-2008,33.34826,-79.17556,Georgetown,1.5,90,4.49980967,6.33,3.51,5.36,6.08,2.57,35.2,34.7,35.68,36.3,1.6,25.9,23.2,25.37,26.45,3.25,7.58,7.89,8.09,0.51,0,5.68,,0.055,4.646909237,,,2,0.301029996,25.94739914,0,1.013000011,0.0251,,0.000544469,0.0177,0,0,0.005627778,0.006158987,,,,29,126,0.841748464,3.5,3.095,0.476699729,15,11.9,12,9.52
RO99326,OpenWater,9/1/99,9,1999,1999-2008,33.27288,-79.21744,Georgetown,2,2326,7.751905333,5.53,3.82,5.57,6.57,2.75,25.6,24.4,28.96,34.7,10.3,24.8,24.4,25.2,25.63,1.23,7.68,7.84,7.96,0.28,5.800000191,6.47,,1.039999962,34.80769348,,,8,0.903089987,86.69560242,0,0,0,,0,0.0475,0,0.002049473,0,0.01584192,11,114,0.524315174,18,74,0.821542503,2.5,3.082,0.403926585,1,1.35,34,45.95
RO00009,OpenWater,6/20/00,6,2000,1999-2008,32.37755,-80.70574,Beaufort,2.1,493,6.200509174,4.35,3.57,4.21,4.8,1.23,34,34.66,34.86,35.07,0.41,29,28.76,29.17,29.96,1.2,7.43,7.54,7.67,0.24,3.799999952,5.21,1.3,0.774999976,25.95983696,,,7,0.84509804,86.95999908,28.59000015,2.164900064,0,,0,0.0373,0.000753869,0.000965351,0.01202722,0.01335413,8,210,0.398276644,38,225,0.858377183,4.5,1.654,0.632648151,35,15.56,3,1.33
RO00048,OpenWater,6/20/00,6,2000,1999-2008,32.35258,-80.65246,Beaufort,6.7,779,6.658011046,5.15,4.21,5.28,5.83,1.62,34.3,35.03,35.28,35.68,0.65,29.1,28.88,29.18,29.85,0.97,7.53,7.69,7.84,0.31,2.900000095,7.28,0.9,0.424999997,13.16841888,,,0,0,55.19509888,0,0.462000012,0.037099998,,0.000804772,0.0252,0,0.000131943,0.002566667,0.008605219,1,1,0,49,902,0.684545039,4.5,2.971,,562,62.31,132,14.63
RO00010,OpenWater,6/20/00,6,2000,1999-2008,32.29549,-80.64808,Beaufort,6.4,2154,7.675081858,5.57,5.35,5.97,6.48,1.13,34.3,34.44,34.79,35.13,0.69,28.7,28.56,28.9,29.2,0.64,7.77,7.91,8.02,0.25,3.400000095,5.11,1.6,0.134999998,6.506874084,,,0,0,48.19499969,0,0.398399979,0,,0,0.0174,0,0,0.002213333,0.005891375,1,2,0,64,1541,0.749087519,4.5,3.647,0.595090604,141,9.15,44,2.86
RT00517,TidalCreek,6/20/00,6,2000,1999-2008,32.30152,-80.58416,Beaufort,1.2,57,4.043051268,5.58,3,4.16,5.11,2.11,35.4,35.11,35.9,36.43,1.32,30.9,28.61,29.51,31.3,2.69,7.44,7.7,7.96,0.52,3.799999952,6.44,0.8,0.059999999,3.054830313,,,2,0.301029996,46.25299835,0,0.128999993,0,,0,0.0158,0,0,0.000716667,0.005307224,8,32,0.67578125,24,314,0.90050875,4,1.505,0.576855162,75,23.89,35,11.15
RO00047,OpenWater,6/21/00,6,2000,1999-2008,32.37838,-80.7911,Beaufort,10.4,2208,7.699842407,5.3,4.47,5.26,5.69,1.22,33.1,33.21,33.56,33.9,0.69,28.6,28.24,28.64,29.01,0.77,7.57,7.69,7.77,0.2,3.200000048,4.63,1,0.829999983,27.41275787,,,0,0,38.79000092,0,0.286000013,0,,0,0.0292,0,0.001178782,0.001588889,0.009811368,13,31,0.853277836,47,187,0.912830436,4.5,2.135,,35,18.72,1,0.53
RO00037,OpenWater,6/21/00,6,2000,1999-2008,32.29158,-80.72581,Beaufort,1.8,6589,8.793156871,6.36,5.29,6.06,7.6,2.31,33.7,34.36,34.64,35.02,0.66,29,27.61,28.49,29.12,1.51,7.65,7.75,7.97,0.32,2.799999952,4.85,1.6,0.050000001,1.337694168,,,0,0,2.098999977,0,0.189249992,0,,0,0.0121,0,0,0.001051389,0.004062724,9,17,0.816608997,22,409,0.447790207,3,0.151,0.513395169,306,74.82,0,0
RO00049,OpenWater,6/21/00,6,2000,1999-2008,32.29581,-80.75849,Beaufort,2.7,2463,7.809135398,5.5,4.93,5.57,5.96,1.03,33.1,33.58,33.91,34.2,0.62,28.8,28.49,28.71,28.96,0.47,7.61,7.74,7.8,0.19,2.799999952,5.46,1.6,0.064999999,3.176077604,,,0,0,5.008820057,0,0.123750001,0,,0,0.0047,0,0,0.0006875,0.001583341,3,16,0.5,19,414,0.256299281,3,0.142,0.461894511,362,87.44,5,1.21
RO00024,OpenWater,6/21/00,6,2000,1999-2008,32.30055,-80.80145,Beaufort,10.1,655,6.484635236,4.4,4.51,4.97,5.62,1.11,33.5,33.7,33.94,34.13,0.43,29,28.67,28.96,29.33,0.66,7.46,7.58,7.75,0.29,3.299999952,5.76,1.1,0.244999997,10.44447613,,,2,0.301029996,5.039999962,0,0.314999998,0,,0,0.0037,0,0,0.00175,0.001322509,6,17,0.46366782,62,2151,0.799510962,4.5,1.55,0.714773479,427,19.85,8,0.37
RT00548,TidalCreek,6/27/00,6,2000,1999-2008,32.43314,-80.60137,Beaufort,0.9,19,2.944438979,2.26,0.12,0.63,3.54,3.42,33.4,29.82,32.56,34.41,4.59,28.2,27.4,28.97,30.3,2.9,7.02,7.22,7.43,0.41,5.699999809,23.3,0.4,1.995000005,70.54376221,,,7,0.84509804,146.9694061,5.429999828,0.219999999,0.607499957,,0.01317787,0.0784,0.000160651,0.000366807,0.001222222,0.02712673,23,623,0.638669102,23,247,0.701227596,3,2.66,0.420467929,7,2.83,67,27.13
RT00543,TidalCreek,6/27/00,6,2000,1999-2008,32.47165,-80.5082,Beaufort,0.9,108,4.682131227,4.07,2.96,4.26,6.12,3.16,31.7,30.95,31.78,32.6,1.65,29.5,29.07,29.59,29.98,0.91,7.26,7.44,7.74,0.48,6.400000095,9.55,0.6,0.629999995,19.2990799,,,90,1.954242509,25.73999977,0,0.134000003,0,,0,0.0146,0,0.000247812,0.000744444,0.004890888,13,74,0.697589481,29,170,0.887016386,3.5,2.844,0.500482148,13,7.65,51,30
RT00504,TidalCreek,6/27/00,6,2000,1999-2008,32.41529,-80.59778,Beaufort,1.2,66,4.189654742,2.81,2.92,3.85,4.75,1.83,33.6,32.38,33.21,33.76,1.38,29.3,28.6,29.36,29.88,1.28,7.19,7.32,7.43,0.24,5.300000191,7.04,0.7,0.420000002,14.70582962,,,17,1.230448921,22.52999878,0,0.187999994,0,,0,0.0144,0,0,0.001044444,0.004831951,10,49,0.489795918,52,1003,0.878908118,5,2.751,0.571993049,109,10.87,370,36.89
RO00008,OpenWater,6/27/00,6,2000,1999-2008,32.44977,-80.50282,Beaufort,4.3,1257,7.136483209,4.2,4.43,5.18,6.34,1.91,32.1,32.56,33.05,33.67,1.11,29.4,28.82,29.31,29.61,0.79,7.51,7.67,7.88,0.37,4.599999905,8.56,0.7,0.244999997,9.715380669,,,0,0,21.04999924,0,0,0,,0,0.0127,0,0,0,0.004224845,6,21,0.639455782,26,176,0.879838816,4,1.48,0.580848217,28,15.91,26,14.77
RT00528,TidalCreek,6/28/00,6,2000,1999-2008,32.58842,-80.4494,Colleton,1,48,3.871201011,3.99,3.25,4.13,5.97,2.72,25.6,25.61,26.62,28,2.39,28.5,28.49,29.38,32.5,4.01,7.08,7.17,7.45,0.37,8.800000191,38.8,0.3,2.420000076,50.89743042,,,50,1.698970004,78.01135254,29.40000153,0.405000001,0.372000009,,0.008069415,0.0462,0.000627625,0.0015025,0.00225,0.01676066,14,217,0.673872879,12,53,0.852972588,3.5,3.36,0.376742724,1,1.89,14,26.42
RO00023,OpenWater,6/28/00,6,2000,1999-2008,32.49579,-80.57587,Beaufort,5.2,1997,7.599401333,4.46,5.01,5.31,5.82,0.81,32.1,31.77,32.55,33.65,1.88,32.1,29.17,29.48,29.76,0.59,7.56,7.62,7.72,0.16,4.400000095,5.33,0.7,0.805000007,16.32574272,,,2,0.301029996,62.86800003,0,0,0.283300012,,0.006145337,0.0421,0,0.000200706,0,0.01434895,5,6,0.722222222,54,908,0.934165678,5,1.959,0.696887572,208,22.91,7,0.77
RO00017,OpenWater,6/28/00,6,2000,1999-2008,32.49974,-80.44495,Colleton,5.5,488,6.190315406,5.04,5.06,5.63,6.43,1.37,32.5,32.41,33.16,34.24,1.83,28.7,28.62,29.11,29.51,0.89,7.51,7.63,7.79,0.28,4.599999905,9.07,0.7,0.085000001,4.424856663,,,0,0,4.477000237,0,0.261000007,0.052249998,,0.001133406,0.005,0,0,0.00145,0.001846843,24,491,0.59166836,60,863,0.920150945,5,1.976,,213,24.68,18,2.09
RO00018,OpenWater,6/28/00,6,2000,1999-2008,32.49816,-80.51617,Beaufort,8.2,2549,7.843456404,4.98,4.92,5.29,5.92,1,31.9,32.27,32.75,33.31,1.04,29.2,29.1,29.41,29.67,0.57,7.52,7.58,7.74,0.22,4.300000191,4.98,0.8,0.090000004,4.772825241,,,0,0,1.842000008,0,0.158500001,0.04975,,0.001079176,0.0027,0,0,0.000880556,0.001072203,6,14,0.551020408,17,82,0.849196907,3.5,4.355,,7,8.54,1,1.22
RO00036,OpenWater,7/5/00,7,2000,1999-2008,32.49446,-80.79973,Beaufort,7,506,6.226536669,5.03,4.54,5.35,5.84,1.3,32.5,33.08,33.32,33.65,0.57,29.4,29.26,29.76,30.7,1.44,7.47,7.61,7.72,0.25,3.799999952,7.85,0.7,0.269999996,5.506299019,,,2,0.301029996,30.32359886,0,0,0.099600002,,0.002160521,0.0497,0,0,0,0.0166715,7,19,0.509695291,54,1026,0.908051373,5,1.834,,242,23.59,65,6.34
RT00519,TidalCreek,7/5/00,7,2000,1999-2008,32.5506,-80.83434,Beaufort,1,235,5.459585514,4.7,3.5,4.47,5.15,1.65,31.4,33.37,33.8,34.24,0.87,32,29.48,30.46,32.89,3.41,7.08,7.24,7.42,0.34,4.900000095,7.26,0.5,1.504999995,34.38629532,,,2,0.301029996,52.04899979,34.70999908,0.169,0.363200009,,0.007878525,0.034,0.000899833,0.001152215,0.000938889,0.01263178,7,15,0.782222222,29,291,0.805809575,3,3.473,0.433750337,18,6.19,100,34.36
RT00557,TidalCreek,7/5/00,7,2000,1999-2008,32.50571,-80.75797,Beaufort,1,83,4.418840608,5.91,3.01,4.91,5.92,2.91,32.8,33.58,33.86,34.12,0.54,32.5,29.56,30.8,32.85,3.29,7.21,7.43,7.55,0.34,4.199999809,8.01,0.5,1.11500001,32.90723419,,,30,1.477121255,41.09384918,41.11000061,0,0.0579,,0.001255965,0.0238,0.001061052,0.002328764,0,0.008653106,23,172,0.684829638,31,234,0.859120462,3.5,2.192,0.545756938,18,7.69,22,9.4
RO00058,OpenWater,7/5/00,7,2000,1999-2008,32.49902,-80.82497,Beaufort,5.5,1296,7.167037877,6.23,3.95,4.86,5.76,1.81,31.9,33.06,33.58,34.07,1.01,29.2,29.13,29.63,30.45,1.32,7.34,7.55,7.8,0.46,3.700000048,7.53,1,0.225000001,5.283155441,,,0,0,23.41970062,0,0.136999995,0,,0,0.0231,0,0,0.000761111,0.0077193,15,69,0.756143667,59,1209,0.841428567,4.5,2.826,,423,34.99,212,17.54
RO00056,OpenWater,7/11/00,7,2000,1999-2008,32.83794,-79.94722,Charleston,6.4,290,5.669880923,5.17,4.12,4.76,6.01,1.89,19.1,17.92,22.89,26.93,9.01,28.7,28.65,28.86,29.16,0.51,7.43,7.54,7.63,0.2,3.200000048,5.69,1.1,4.320000172,98.47976685,,,7,0.84509804,405.8460083,4442.399902,2.173000097,1.07280004,,0.02327115,0.1809,0.1870936,0.1529769,0.01207222,0.1632644,14,50,0.832,9,86,0.683342347,2,4.099,0.25198181,1,1.16,30,34.88
RT00549,TidalCreek,7/11/00,7,2000,1999-2008,32.86501,-79.92186,Berkeley,1,29,3.36729583,3.96,3.24,4.92,6.72,3.48,18.1,11.94,16.27,18.55,6.61,28.6,28.99,29.93,30.75,1.76,7.06,7.28,7.7,0.64,5.400000095,21.7,0.6,3.264999986,74.29163361,,,50,1.698970004,230.1600037,547.8900146,6.930399895,2.749300003,,0.05963775,0.1104,0.0219947,0.02040208,0.03850222,0.05481558,15,111,0.649297947,14,96,0.822048611,3,3.422,0.370570112,0,0,19,19.79
RT00531,TidalCreek,7/11/00,7,2000,1999-2008,32.89936,-79.90107,Berkeley,3.4,101,4.615120517,4.12,4.12,5.03,6.62,2.5,23,23.46,23.63,23.72,0.26,28.7,28.76,29.63,30.18,1.42,7.24,7.38,7.66,0.42,5,8.17,1,0.195,6.018145561,,,23,1.361727836,11.07800007,8.960000038,0.26700002,0,,0,0.0116,0.000194605,0.000200036,0.001483333,0.004030662,7,13,0.674556213,9,29,0.813317479,3,1.862,0.425118721,6,20.69,6,20.69
RT00526,TidalCreek,7/12/00,7,2000,1999-2008,32.8926,-80.10793,Charleston,1,122,4.804021045,4.23,3.83,4.19,4.62,0.79,2.5,2.24,5.48,11.1,8.86,29.5,29.33,29.61,30.14,0.81,6.82,6.87,7.37,0.55,11.89999962,4.8,0.4,3.955000043,63.82548141,,,170,2.230448921,182.0099945,449.8500061,4.456999779,3.842400074,,0.08334924,0.0938,0.01938398,0.02224862,0.02476111,0.04904544,10,58,0.533293698,2,109,0.018180288,1.5,2.972,0.179341601,0,0,108,99.08
RT00542,TidalCreek,7/12/00,7,2000,1999-2008,32.64646,-80.05758,Charleston,0.6,24,3.17805383,2.45,1.56,3.68,6.37,4.81,37.4,28.88,33.66,38.16,9.28,30.4,28.49,29.79,31.76,3.27,7.23,7.47,7.82,0.59,6.099999905,16.5,0.5,0.209999993,8.819871902,,,110,2.041392685,18.98999977,3.089999914,0,0.0392,,0.000850325,0.0163,9.14E-05,6.90E-05,0,0.005569613,,,,23,320,0.852102036,4,3.556,0.433934201,22,6.88,118,36.88
RT00544,TidalCreek,7/12/00,7,2000,1999-2008,32.64661,-79.98795,Charleston,3.4,57,4.043051268,3.42,2.65,4.3,6.15,3.5,34.2,31.44,34.68,36.31,4.87,28.8,28.82,29.36,30.37,1.55,7.5,7.76,8.04,0.54,3.5,10.5,0.8,0.105,5.59552002,,,2,0.301029996,11.64999962,0,0.067000002,0.024150001,,0.000523861,0.0081,0,0,0.000372222,0.00278325,27,115,0.872287335,32,543,0.814839002,4,2.432,0.503984462,82,15.1,209,38.49
RO00045,OpenWater,7/12/00,7,2000,1999-2008,32.77275,-80.07455,Charleston,3,448,6.104793232,4.24,4.07,4.77,5.65,1.58,32.6,31.52,32.92,33.7,2.18,29.5,29.39,29.91,30.42,1.03,7.42,7.52,7.62,0.2,6,9.17,0.6,0.119999997,6.007870197,,,140,2.146128036,13,0,0,0.041200001,,0.000893709,0.0079,0,0,0,0.002720422,11,24,0.815972222,18,115,0.813459357,3.5,3.225,0.411069781,11,9.57,51,44.35
RT00521,TidalCreek,7/18/00,7,2000,1999-2008,33.03783,-79.49191,Charleston,4,48,3.871201011,3.71,3.44,4.6,5.94,2.5,35.9,35.74,36.49,37.01,1.27,30.3,29.83,30.56,31.64,1.81,7.39,7.54,7.73,0.34,2.400000095,14.1,0.5,3.735000014,87.91282654,,,2,0.301029996,164.6728058,0,0.152999997,0.0416,,0.000902386,0.106,0,0.000596089,0.00085,0.03546431,15,54,0.796982167,42,401,0.842233092,4.5,3.213,0.53012269,143,35.66,85,21.2
RT00558,TidalCreek,7/18/00,7,2000,1999-2008,33.04655,-79.53497,Charleston,3,36,3.583518938,3.49,2.8,4.5,6.76,3.96,36.4,34.64,35.44,36.42,1.78,30.6,29.82,30.59,31.51,1.69,7.05,7.34,7.64,0.59,2.5,17,0.5,2.710000038,72.86095428,,,0,0,141.6648102,26.02999878,0.136000007,0.167999998,,0.003644252,0.0894,0.000754246,0.001677308,0.000755556,0.03066774,11,59,0.653260557,54,664,0.882081165,4.5,2.874,0.581570106,42,6.33,197,29.67
RT00505,TidalCreek,7/18/00,7,2000,1999-2008,33.03596,-79.39523,Charleston,4.3,52,3.951243719,3.98,1.85,3.95,6.48,4.63,36.1,35.67,36.23,36.71,1.04,30.7,29.81,30.81,31.92,2.11,7.19,7.46,7.85,0.66,2.799999952,14,0.5,1.5,32.87068558,,,0,0,72.56639862,0,0,0,,0,0.046,0,0.000511252,0,0.01534659,11,24,0.829861111,35,1513,0.504140037,4.5,3.067,0.416168652,978,64.64,178,11.76
RO00016,OpenWater,7/18/00,7,2000,1999-2008,33.06956,-79.47421,Charleston,2.1,240,5.480638923,6.51,3.79,4.72,7.14,3.35,35.8,36.33,36.72,37.02,0.69,31.5,29.77,30.56,31.93,2.16,7.44,7.52,7.71,0.27,4,15.5,0.6,1.084999979,24.49003601,,,0,0,27.55480003,0,0,0,,0,0.025,0,0.000186864,0,0.008346916,24,135,0.859588477,42,402,0.797885884,3.5,1.941,0.592935523,39,9.7,75,18.66
RO00007,OpenWater,7/18/00,7,2000,1999-2008,32.97532,-79.91113,Berkeley,15,365,5.899897354,6.74,3.87,4.96,5.98,2.11,0.1,0.13,3.86,11.92,11.79,29.1,29.83,30.26,30.59,0.76,6.42,6.86,7.13,0.71,3.299999952,10.4,0.9,0.189999998,0.709680617,,,0,0,3.720799923,8.180000305,0,0,,0,0.0041,0.000170658,0.000315681,0,0.001444367,4,24,0.402777778,9,284,0.625024797,4,2.054,,63,22.18,0,0
RT00530,TidalCreek,7/19/00,7,2000,1999-2008,32.87613,-79.69637,Charleston,1.2,18,2.890371758,5.22,2.08,4.69,6.41,4.33,36.8,35.77,36.6,37.02,1.25,32.3,28.55,30.63,33.96,5.41,7.35,7.71,7.99,0.64,2.299999952,8.95,1.1,1.045000017,25.6329174,,,0,0,60.64719772,0,0.159999996,0,,0,0.04,0,0.000165655,0.000888889,0.01337534,21,147,0.739321579,40,367,0.854119695,4,3.165,0.527622356,7,1.91,8,2.18
RT00520,TidalCreek,7/19/00,7,2000,1999-2008,32.8143,-79.75468,Charleston,3.7,77,4.343805422,4.43,3.92,4.81,5.91,1.99,35.9,34.03,35.27,36.08,2.05,31.1,29.53,30.57,32.08,2.55,7.56,7.7,7.84,0.28,2.700000048,9.28,1.2,0.439999998,15.05522442,,,0,0,64.17009735,2.349999905,0.165000007,0,,0,0.0338,6.46E-05,5.25E-05,0.000916667,0.01134351,,,,71,797,0.899640788,4.5,2.988,,29,3.64,206,25.85
RT00525,TidalCreek,7/19/00,7,2000,1999-2008,32.90371,-79.62633,Charleston,2.1,45,3.80666249,3.13,1.15,3.5,4.87,3.72,36.6,36.11,37.11,37.72,1.61,30.3,29.07,30.47,32.32,3.25,7.23,7.42,7.74,0.51,3.400000095,9.28,0.7,0.49499999,10.17743778,,,0,0,62.20999908,0,0,0,,0,0.0262,0,0,0,0.008737943,9,22,0.731404959,33,256,0.703819444,3.5,3.456,0.433950724,23,8.98,147,57.42
RO00033,OpenWater,7/19/00,7,2000,1999-2008,32.78135,-79.87691,Charleston,1.2,3554,8.175829009,7.5,4.67,6.05,7.85,3.18,28.1,25.81,27.38,29.05,3.24,31.3,28.82,30.2,31.54,2.72,7.8,7.96,8.13,0.33,2.799999952,8.67,1.2,0.350000009,12.08722401,,,0,0,41.25,27.59000015,0.379999995,0,,0,0.0213,0.000729779,0.000918244,0.002111111,0.007594262,9,80,0.251875,65,1199,0.839781021,4.5,3.162,,46,3.84,382,31.86
RT00518,TidalCreek,7/25/00,7,2000,1999-2008,32.6068,-80.27374,Charleston,0.6,45,3.80666249,2.88,0.35,2.91,4.81,4.46,15.3,26.58,28.56,33.73,7.15,25.7,26.9,28.66,30.04,3.14,7.07,7.23,7.44,0.37,2.900000095,26.7,0.3,5.375,78.74422455,,,80,1.903089987,164.0800018,16.36000061,0.648000002,0,,0,0.0823,0.00063785,0.001490445,0.0036,0.02792651,24,830,0.260365801,15,423,0.514643903,2.5,3.788,0.286000663,0,0,293,69.27
RT00503,TidalCreek,7/25/00,7,2000,1999-2008,32.5996,-80.20279,Charleston,1.2,114,4.736198448,4.36,2.36,3.83,4.81,2.45,33.9,31.16,34.71,36.78,5.62,29.1,27.72,29.46,30.36,2.64,7.36,7.71,7.99,0.63,3.099999905,8.96,0.6,0.939999998,17.84234047,,,22,1.342422681,,34.06999969,0.828999996,0.207399994,,0.004498915,0.0387,0.000907222,0.001617476,0.004605555,0.0139924,21,81,0.783417162,42,582,0.932039852,5,2.25,,62,10.65,30,5.15
RO00035,OpenWater,7/25/00,7,2000,1999-2008,32.63557,-80.26876,Charleston,7,1371,7.22329568,3.97,3.54,4.18,5.59,2.05,32.3,30.52,32.53,34.84,4.32,29.6,28.88,29.37,30.39,1.51,7.43,7.61,7.92,0.49,3.900000095,9.2,0.8,0.584999979,11.27018261,,,30,1.477121255,88.93909454,0,0.539999962,0,,0,0.0373,0,0.002277192,0.003,0.01255561,19,124,0.694849116,12,22,0.867768595,3.5,2.7,,3,13.64,8,36.36
RT00547,TidalCreek,7/25/00,7,2000,1999-2008,32.58328,-80.18727,Charleston,2,58,4.060443011,2.58,2.12,3.88,5.62,3.5,30.3,31.1,34.73,37.13,6.03,27.5,27.44,29.42,30.72,3.28,7.17,7.55,7.93,0.76,3.900000095,17,0.4,1.040000021,27.61254501,,,14,1.146128036,70.87000275,0,1.089999914,0.119000003,,0.002581345,0.0347,0,0.000196017,0.006055555,0.01211826,30,126,0.890778534,32,389,0.830361805,4.5,2.182,0.558010576,73,18.77,64,16.45
RT00523,TidalCreek,7/26/00,7,2000,1999-2008,32.50421,-80.30581,Colleton,1,23,3.135494216,2.04,1.9,3.57,5.25,3.35,30.1,31.57,33.11,35.15,3.58,26.9,27.55,28.92,29.78,2.23,7.13,7.39,7.82,0.69,4.699999809,16.4,0.7,2.350000024,70.53473663,,,900,2.954242509,115.2300034,0,1.50999999,0,,0,0.0588,0,0.003013931,0.008388889,0.01993668,22,167,0.714331815,22,308,0.748903694,3,3.173,0.404410054,5,1.62,104,33.77
RO00022,OpenWater,7/26/00,7,2000,1999-2008,32.50254,-80.35826,Colleton,10,1012,6.91968385,5.49,4.96,5.66,6.32,1.36,35.6,34.05,35.84,37.26,3.21,28.9,28.66,28.97,29.2,0.54,7.75,7.92,8.06,0.31,4.300000191,11.2,0.7,0.61500001,2.161598444,,,4,0.602059991,26.61000061,0,0.56099999,0.048599999,,0.00105423,0.0195,0,0.000220129,0.003116667,0.006746278,4,72,0.054398148,15,135,0.740166657,3,2.445,0.437910057,8,5.93,5,3.7
RT00502,TidalCreek,7/26/00,7,2000,1999-2008,32.60658,-80.53689,Colleton,6.1,102,4.624972813,3.02,2.83,3.25,4.07,1.24,24.5,23.13,25.64,28.96,5.83,28.1,28.11,28.67,29.55,1.44,6.91,7.03,7.25,0.34,7,6.53,0.4,0.059999999,2.007048845,,,23,1.361727836,21.51599884,0,0.344999999,0,,0,0.0066,0,0,0.001916667,0.00228578,,,,12,98,0.55997501,3.5,1.955,0.359022821,66,67.35,0,0
RO00019,OpenWater,8/1/00,8,2000,1999-2008,32.21329,-80.87769,Beaufort,3,525,6.263398263,3.78,2.93,4.6,5.98,3.05,33.7,33.82,34.23,34.66,0.84,29.6,29.09,30.37,33,3.91,7.25,7.43,7.56,0.31,0,6.53,1.1,0.675000012,26.73269081,,,0,0,66.62000275,939.3900146,0.886000037,0,,0,0.0292,0.04293903,0.03981113,0.004922222,0.03318051,9,86,0.559491617,23,197,0.79579479,3,1.397,0.511137237,9,4.57,2,1.02
RT00541,TidalCreek,8/1/00,8,2000,1999-2008,32.15812,-80.84277,Beaufort,5,83,4.418840608,4.33,3.04,4.63,6.05,3.01,33.9,33.57,34.47,35.22,1.65,30.4,29.44,30.13,31.72,2.28,7.45,7.67,7.92,0.47,0,8.93,0.6,1.159999967,45.67919159,,,0,0,111.4205017,0,1.120000005,0,,0,0.0505,0,0.000328184,0.006222222,0.01710582,7,11,0.743801653,45,449,0.834534794,4,3.435,0.517127981,24,5.35,175,38.98
RO00059,OpenWater,8/1/00,8,2000,1999-2008,32.17809,-80.77239,Beaufort,4.9,269,5.59471138,4.17,3.65,4.62,5.85,2.2,33.7,24.58,27.06,28.6,4.02,30.3,29.88,30.36,31.14,1.26,7.36,7.53,7.83,0.47,0,6.86,0.8,0.335000008,11.88678551,,,2,0.301029996,40.71500015,9.300000191,0.465000004,0,,0,0.0149,0.000203214,0.000207626,0.002583333,0.005180825,6,40,0.3425,67,1529,0.874001171,5,3.214,,213,13.93,458,29.95
RT00546,TidalCreek,8/1/00,8,2000,1999-2008,32.18082,-80.82148,Beaufort,3,71,4.262679877,5.51,2.47,3.91,5.09,2.62,33.9,34.39,34.82,35.04,0.65,29.7,29.38,30.03,31.29,1.91,7.28,7.49,7.79,0.51,3.5,10.5,0.5,0.280000001,6.818970203,,,0,0,38.79500198,0,0.807999969,0,,0,0.0123,0,0,0.004488889,0.004300951,6,8,0.78125,38,382,0.882707795,4.5,1.8,0.603538357,102,26.7,61,15.97
