StationCode,RT_RO_Other,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,SiltClay,Entero_DHEC,LOG_entero,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUND,benth_SP_RICH,benth_ABUNDANCE,BIBI,MAMBI,HUC14_IMPERV_PRCT,HUC14_DEV_cut,HUC14_DEV_quant
RT032031,TidalCreek,3.71,0.2,27.14,6.4,2.32,91.88,,,50,1.698970004,184.93,37.9,2.18,0,0,0,0.08,0.01,0.01,0.03,3,6,4,62,2,,0.23,UNDEV,UNDEV
RT032032,TidalCreek,3.68,14.13,29.25,7.34,12,8.39,,,23,1.361727836,20.2,0,0.85,0,0,0,0.01,0.000491159,0.004738889,0.003837914,19,202,9,24,2.5,,0.22,UNDEV,UNDEV
RT032033,TidalCreek,4,21.16,28.39,7.41,11.1,51.35,,,23,1.361727836,136.22,90.61,3.62,0,0,0,0.07,0.002299964,0.02,0.02,10,54,12,224,2.5,0.32,1.04,UNDEV,UNDEV
RT032035,TidalCreek,3.99,7.7,30.24,7.07,15,23.19,,,70,1.84509804,64.1,16.27,1.1,0,0,0,0.03,0.001727764,0.006111111,0.01,10,23,7,26,2,0.25,0.24,UNDEV,UNDEV
RT032039,TidalCreek,5.33,27.13,29.85,7.61,9.41,44.49,,,4,0.602059991,132.7,472.83,2.22,0,0,0,0.06,0.01,0.01,0.03,9,79,49,364,4.5,0.69,8.6,UNDEV,DEV
RT032040,TidalCreek,4.38,21.03,29.94,7.41,18.6,23.37,,,4,0.602059991,72.53,0,3.46,0,0,0,0.03,0.000328184,0.01,0.01,18,249,16,131,3.5,,0.44,UNDEV,UNDEV
RT032041,TidalCreek,4.27,17.07,28.44,7.14,7.59,3.11,,,0,0,12.97,0,2.08,0,0,0,0.01,0.000109618,0.01,0.003988502,10,51,11,583,3,0.25,2.36,UNDEV,DEV
RT032043,TidalCreek,4.8,29.02,29.93,7.59,8,34.02,,,170,2.230448921,92.1,47.29,2.18,0,0,0,0.04,0.001669048,0.01,0.01,11,43,24,202,3.5,0.48,9.19,UNDEV,DEV
RT032045,TidalCreek,4.1,19.43,28.37,7.25,10.9,8.84,,,30,1.477121255,21.85,35.9,0.87,0,0,0,0.01,0.00137346,0.00485,0.006294634,0,0,12,55,4,0.48,1.04,UNDEV,UNDEV
RT032046,TidalCreek,4.09,0.07,27.56,6,2.25,3.65,,,900,2.954242509,63.66,81.8,1.57,0,0.27,0,0.03,0.003181372,0.008766667,0.01,8,48,3,17,1.5,0.25,9.52,UNDEV,DEV
RT032048,TidalCreek,4.31,0.34,26.84,6.5,3.98,10.28,,,40,1.602059991,23.27,16.22,1.04,0,0,0,0.01,0.00138239,0.005833333,0.004733465,5,7,8,328,3,0.22,5.38,UNDEV,DEV
RT032050,TidalCreek,5.28,31.17,26.97,7.89,6.97,45.93,,,0,0,169.61,153.94,2.26,0,0,0,0.08,0.006038579,0.01,0.03,17,114,39,472,4.5,0.55,11.57,UNDEV,DEV
RT032052,TidalCreek,4.28,0.21,28.56,6.38,8.4,12.69,,,50,1.698970004,49.43,6.57,0.88,0,0,0,0.02,0.001481738,0.004905556,0.008108791,10,32,9,245,3,0.29,0.45,UNDEV,UNDEV
RT032055,TidalCreek,5.3,29.66,29.28,7.59,9.63,20.31,,,2,0.301029996,61.95,8.75,1.14,0,0,0,0.03,0.000427532,0.006383334,0.01,0,0,45,462,4.5,0.73,4.82,UNDEV,DEV
RT032056,TidalCreek,3.83,33.83,28.87,7.51,42,59.41,,,4,0.602059991,143.39,23.62,2.08,0,0,0,0.08,0.001449589,0.01,0.02,11,53,26,221,3,0.4,1.57,UNDEV,UNDEV
RT032057,TidalCreek,3.77,8.82,29.81,7.08,6.37,46.17,,,170,2.230448921,109.21,112.4,2.48,1.32,0,0.02,0.05,0.004340061,0.01,0.02,15,486,4,8,2.5,0.24,0.59,UNDEV,UNDEV
RT032060,TidalCreek,5.62,36.07,28.59,7.75,6.43,15.86,,,4,0.602059991,92.82,0,1.04,0,0,0,0.04,0.00017905,0.005833333,0.01,20,69,58,353,4.5,0.69,2.71,UNDEV,DEV
RT032172,TidalCreek,2.23,30.41,29.76,7.42,9.01,53.4,,,0,0,133.31,26.6,2.55,0,0,0,0.06,0.001515896,0.01,0.02,14,40,47,406,3.5,0.51,1.57,UNDEV,UNDEV
RT032173,TidalCreek,4.55,17.25,29.9,7.24,20.6,23.92,,,13,1.113943352,90.23,0,1.03,0.81,0,0.01,0.03,0.00019691,0.005777778,0.01,7,310,2,3,2,0.2,2.36,UNDEV,DEV
RT032174,TidalCreek,5.01,19.11,29.72,7.38,10.5,97.83,,,500,2.698970004,224.85,0,2.84,0,0,0,0.12,0,0.01,0.04,14,180,,,1,0.37,0.89,UNDEV,UNDEV
RT032176,TidalCreek,4.14,34.51,27.88,7.62,10.4,31.85,,,0,0,78.53,13.94,2.86,0,0,0,0.03,0.001808582,0.01,0.01,0,0,38,351,3.5,,1.57,UNDEV,UNDEV
RT032177,TidalCreek,4.33,19.07,28.6,7.28,11.5,47.25,,,13,1.113943352,115.1,9.97,4.42,0,0,0,0.05,0.001345553,0.02,0.02,13,116,10,46,2,0.36,1.04,UNDEV,UNDEV
RT032178,TidalCreek,5.98,17.34,29.46,7.38,21.3,13.12,,,30,1.477121255,37.5,0,1,0,0,0,0.02,0.000450973,0.005555556,0.008993075,16,127,3,5,1.5,0.22,0.44,UNDEV,UNDEV
RT032179,TidalCreek,5.01,25.8,30.84,7.55,12.6,21.72,,,21,1.322219295,70.85,7.23,1.1,0.14,0,0.003036876,0.03,0.000733613,0.006111111,0.01,14,49,36,261,4,,1.73,UNDEV,DEV
RT032180,TidalCreek,5.73,33.82,28.83,7.87,5.37,10.35,,,4,0.602059991,31.32,0,0.92,0,0,0,0.01,0.000164538,0.005122222,0.006773537,13,121,82,1496,5,,11.57,UNDEV,DEV
RT032181,TidalCreek,5.6,17.55,31.15,7.37,16.2,6.72,,,30,1.477121255,16.45,0,0.86,0,0,0,0.01,0.000148799,0.004816667,0.00361017,10,139,12,413,3,0.27,1.58,UNDEV,UNDEV
RT032186,TidalCreek,5.47,20.95,27.44,7.54,5.03,28.5,,,40,1.602059991,102.91,235.13,3.85,1.45,0,0.03,0.05,0.00785877,0.02,0.02,11,37,13,113,3.5,0.35,9.46,UNDEV,DEV
RT032187,TidalCreek,5.11,29.28,29.39,7.56,8.44,30.29,,,4,0.602059991,101.67,24.48,1.11,0,0,0,0.05,0.000546749,0.006166667,0.01,18,109,24,105,4,,4.82,UNDEV,DEV
RT032188,TidalCreek,4.02,33.42,29.78,7.46,21.2,90.23,,,14,1.146128036,197.13,28.09,4.99,1.34,0,0.02,0.1,0.001717941,0.02,0.03,0,0,20,347,2.5,0.34,1.57,UNDEV,UNDEV
RT032190,TidalCreek,5.41,27.32,28.18,7.67,14.7,70.8,,,4,0.602059991,170.82,11.6,5.25,0,0,0,0.09,0.001937846,0.02,0.03,0,0,19,343,3,0.31,0.44,UNDEV,UNDEV
RT042061,TidalCreek,5.22,25.19,30.98,7.48,10.6,16.69,,,14,1.146128036,30.05,26.28,0.7,0,0,0,0.01,0.000705981,0.0039,0.007539384,12,172,36,320,2.5,0.58,1.73,UNDEV,DEV
RT042062,TidalCreek,4.5,0.23,26.4,6.24,5.47,73.23,,,900,2.954242509,189.48,45.08,0,0,0,0,0.08,0.04,0,0.02,5,16,7,58,2,0.2,0.28,UNDEV,UNDEV
RT042063,TidalCreek,5.4,14.09,29.64,7.04,28.1,88.14,,,50,1.698970004,194.32,207.62,0.61,1.28,0,0.02,0.1,0.00714007,0.003411111,0.04,12,47,19,296,4.5,0.38,0.41,UNDEV,UNDEV
RT042064,TidalCreek,5.72,37.6,29.78,7.95,5.08,5.72,,,0,0,28.76,78.52,0,0,0,0,0.01,0.001753081,0,0.00617801,3,6,37,146,3.5,,15.45,UNDEV,DEV
RT042067,TidalCreek,5.61,29.23,31.18,7.34,28.3,9.43,,,50,1.698970004,20.64,18.16,0,0,0,0,0.01,0.000754249,0,0.005035031,21,225,30,560,3.5,0.45,2.36,UNDEV,DEV
RT042068,TidalCreek,4.39,17.75,29.67,6.99,19.8,6.97,,,20,1.301029996,50.99,33.75,0.31,0,0,0,0.02,0.001403483,0.001766667,0.008282471,7,51,5,52,1.5,0.22,0.45,UNDEV,UNDEV
RT042069,TidalCreek,5.34,26.59,31.36,7.51,12.6,28.67,,,11,1.041392685,43.1,11.42,0,0,0,0,0.02,0.000393343,0,0.008285502,10,148,32,683,3,0.58,2.36,UNDEV,DEV
RT042070,TidalCreek,5.54,2.05,29.98,7.04,6.45,79.97,,,30,1.477121255,241.16,346.68,0,0.76,0,0.01,0.13,0.01,0,0.05,1,7,7,199,2.5,0.24,5.38,UNDEV,DEV
RT042072,TidalCreek,4.67,33.49,31.3,7.68,12,62.08,,,0,0,149.85,333.32,0,0,0.49,0,0.08,0.01,0,0.03,16,37,60,592,4.5,0.6,11.57,UNDEV,DEV
RT042073,TidalCreek,7.9,36.65,28.21,7.71,6.75,6.98,,,22,1.342422681,54.21,24.77,0,0,0,0,0.02,0.000720239,0,0.008589237,15,123,25,380,3,0.35,4.82,UNDEV,DEV
RT042074,TidalCreek,4.42,35.91,30.08,7.58,3.65,31.8,,,4,0.602059991,74.65,37.22,0.58,0,0,0,0.04,0.00089055,0.003244444,0.01,15,56,32,294,3.5,0.5,1.57,UNDEV,UNDEV
RT042075,TidalCreek,4.12,31.59,30.92,7.52,5.74,31.6,,,23,1.361727836,95.09,64.99,0,0.79,0,0.01,0.05,0.001613503,0,0.02,16,104,22,150,2.5,0.35,0.86,UNDEV,UNDEV
RT042076,TidalCreek,4.47,37.93,27.86,7.62,12.5,27.51,,,8,0.903089987,83.46,44.98,0,0,0,0,0.04,0.001070325,0,0.01,25,126,28,160,3.5,0.5,2.71,UNDEV,DEV
RT042077,TidalCreek,3.58,31.13,31.08,7.53,28.2,4.82,,,240,2.380211242,16.03,11.62,0,0,0,0,0.0094,0.000259466,0,0.003536686,27,380,19,163,3,0.35,0.96,UNDEV,UNDEV
RT042078,TidalCreek,9.41,38.49,27.36,7.83,10.9,5.91,,,2,0.301029996,35.59,3.83,0,0,0,0,0.02,0.000085714,0,0.007138493,0,0,38,280,4.5,0.57,2.71,UNDEV,DEV
RT042079,TidalCreek,3.83,23.58,27.56,7.1,9.76,29.23,,,50,1.698970004,74.19,99.66,0,0,0,0,0.03,0.003058145,0,0.01,19,388,10,41,3,0.33,0.24,UNDEV,UNDEV
RT042080,TidalCreek,4.79,34.68,29.84,7.54,3.73,8.94,,,4,0.602059991,49.15,15.24,1.02,0,0,0,0.02,0.000446792,0.005722222,0.008256809,22,628,20,148,3.5,0.4,1.57,UNDEV,UNDEV
RT042081,TidalCreek,3.56,21.37,27.78,7.09,2.88,19.68,,,12,1.079181246,36.08,27.83,0,0,0,0,0.01,0.000621428,0,0.007007182,7,58,9,96,3,,0.23,UNDEV,UNDEV
RT042082,TidalCreek,7.48,20.64,28.63,7.35,13.4,20.88,,,21,1.322219295,97.19,20.63,0,0,0,0,0.05,0.000541193,0,0.01,16,770,16,212,3,0.32,0.44,UNDEV,UNDEV
RT042083,TidalCreek,5.28,28.54,31.43,7.55,11.3,9.01,,,50,1.698970004,29.4,0,4.36,0,0,0,0.01,0,0.02,0.007053198,15,534,35,218,3.5,0.55,2.36,UNDEV,DEV
RT042084,TidalCreek,4.66,8.52,26.53,6.04,4.76,30.47,,,130,2.113943352,74.08,50.92,0,0,0,0,0.04,0.001236376,0,0.01,15,65,8,40,2,0.18,0.46,UNDEV,UNDEV
RT042086,TidalCreek,4.69,35.2,27.14,7.71,9.01,2,,,4,0.602059991,18.72,0,0.17,0,0,0,0.0097,0,0.000983333,0.003275297,9,31,11,14,3.5,0.43,1.57,UNDEV,UNDEV
RT042087,TidalCreek,4.63,31.24,30.87,7.5,14,16.04,,,0,0,80.99,51.98,0.29,0,0,0,0.03,0.001439712,0.00165,0.01,14,96,38,242,4,0.62,1.68,UNDEV,UNDEV
RT042088,TidalCreek,4.49,31.63,29.05,7.46,15.8,25.58,,,30,1.477121255,74.23,38.63,0,0,0,0,0.03,0.001067934,0,0.01,0,0,26,190,3,0.49,1.58,UNDEV,UNDEV
RT042089,TidalCreek,4.33,26.99,31.28,7.39,13.1,28.61,,,0,0,66.84,35.22,0,0,0,0,0.03,0.000786373,0,0.01,15,753,23,251,3.5,0.47,1.68,UNDEV,UNDEV
RT042191,TidalCreek,5.04,33.86,30.59,7.64,9.71,15.2,,,0,0,49.14,28.16,11.39,0,0,0,0.02,0.000906843,0.06,0.01,15,39,39,193,4,0.61,1.68,UNDEV,UNDEV
RT042193,TidalCreek,5.19,29.13,30.98,7.46,17.7,6.95,,,11,1.041392685,106.11,0,0,0,0,0,0.06,0,0,0.02,14,39,34,563,4.5,0.51,2.36,UNDEV,DEV
RT042194,TidalCreek,4.15,2.82,27.33,6.95,15.1,37.61,,,900,2.954242509,133.43,372.03,0.8,2.18,0.47,0.04,0.07,0.009872593,0.004444445,0.03,8,41,5,72,1,0.08,9.52,UNDEV,DEV
RT042195,TidalCreek,6.72,29.88,32.43,7.52,10.6,3.91,,,2,0.301029996,18.86,105.2,0.13,0,0,0,0.01,0.00283947,0.000733333,0.006790509,6,36,19,61,4,,6.42,UNDEV,DEV
RT042196,TidalCreek,3.9,29.45,31.88,7.38,13.6,45.17,,,8,0.903089987,107.14,130.7,0,0.56,0,0.01,0.05,0.003970997,0,0.02,8,40,27,196,3.5,0.44,1.79,UNDEV,DEV
RT052093,TidalCreek,3.95,18.61,31.44,7.24,6.28,76.52,,,30,1.477121255,149.7,36.04,0,0,0,0,0.08,0.002883104,0,0.02,7,52,21,226,2.5,0.39,0.36,UNDEV,UNDEV
RT052094,TidalCreek,4.53,33.21,29.27,7.57,6.41,59.96,,,0,0,135.58,15.5,0,0,0,0,0.08,0.001028085,0,0.02,19,69,16,45,4,0.48,2.71,UNDEV,DEV
RT052095,TidalCreek,4.84,30.75,27.71,7.62,8.72,34.85,,,23,1.361727836,72.53,43.32,0,0,0,0,0.04,0.001933158,0,0.01,27,489,37,456,4,0.53,0.96,UNDEV,UNDEV
RT052096,TidalCreek,2.14,32.96,29.55,7.44,5.76,15.9,,,0,0,35.54,9.92,0,0,0,0,0.02,0.000324835,0,0.007185864,0,0,24,477,3,0.38,1.57,UNDEV,UNDEV
RT052097,TidalCreek,3.79,21.26,31.9,7.16,7.59,6.98,,,27,1.431363764,28.01,11.3,0,0,0,0,0.02,0.000252277,0,0.009685944,16,66,28,400,4,0.56,0.37,UNDEV,UNDEV
RT052098,TidalCreek,4.05,21.88,29.09,7.22,25.1,94.12,,,80,1.903089987,253.89,513.4,0,0,0,0,0.13,0.01,0,0.06,11,26,6,32,1.5,0.28,20.27,DEV,DEV
RT052099,TidalCreek,4.36,27.54,31.92,7.37,12.3,87.45,,,7,0.84509804,184.17,91.11,0,0.8,0,0.01,0.11,0.004993749,0,0.04,17,45,11,60,3,0.36,0.47,UNDEV,UNDEV
RT052100,TidalCreek,3.81,17.96,28.9,7.17,6.86,48.01,,,80,1.903089987,102.33,9.44,0,0,0,0,0.04,0.000270752,0,0.01,12,84,16,307,4,0.41,9.46,UNDEV,DEV
RT052104,TidalCreek,4.48,31.94,29.46,7.51,5.74,80.85,,,17,1.230448921,153.66,37.06,0,0,0,0,0.08,0.002479014,0,0.03,8,16,15,51,3,0.42,1.57,UNDEV,UNDEV
RT052105,TidalCreek,4.35,29.88,32.33,7.47,10.4,11.03,,,2,0.301029996,49.05,4.4,0,0,0,0,0.02,0.000471513,0,0.007890437,10,40,25,368,3.5,0.4,1.68,UNDEV,UNDEV
RT052106,TidalCreek,4.28,27.79,27.68,7.41,5.44,28.55,,,17,1.230448921,68.2,9.32,0,0,0,0,0.03,0.000851938,0,0.01,18,126,31,322,3.5,0.54,0.34,UNDEV,UNDEV
RT052109,TidalCreek,3.97,2.48,27.24,6.48,1.37,5.67,,,50,1.698970004,16.08,3.48,0,0,0,0,0.0093,0.00013306,0,0.003165668,1,1,10,144,3.5,0.42,0.41,UNDEV,UNDEV
RT052110,TidalCreek,4.46,34.98,29.9,7.81,8.22,3.3,,,14,1.146128036,12.26,3.77,0,0,0,0,0.0068,0.00014132,0,0.002348405,12,37,10,82,3,0.39,15.45,UNDEV,DEV
RT052112,TidalCreek,3.97,27.79,29.49,7.32,9.63,39.65,,,30,1.477121255,194.81,6.98,0,0,0,0,0.09,0.002566083,0,0.03,14,73,17,132,2.5,0.38,1.79,UNDEV,DEV
RT052113,TidalCreek,4.22,23.71,31.14,7.34,9.89,75.42,,,8,0.903089987,153.98,12.69,0.48,0,0,0,0.08,0.001462315,0.002694444,0.02,18,72,35,375,3,0.44,1.04,UNDEV,UNDEV
RT052115,TidalCreek,,20.3,,,9.79,34.7,,,14,1.146128036,80.65,17.46,2.7,0,0,0,0.04,0.000948384,0.01,0.01,16,150,9,31,1.5,0.34,2.36,UNDEV,DEV
RT052116,TidalCreek,4.62,18.82,29.87,7.27,9.44,33.44,,,50,1.698970004,85.82,45.97,1.33,0,0,0,0.04,0.001740266,0.007422222,0.01,15,54,10,73,2,0.29,9.46,UNDEV,DEV
RT052118,TidalCreek,4.61,24.31,33.45,7.49,11.3,4.29,,,30,1.477121255,24.07,4.92,0.24,0,0,0,0.01,0.00022437,0.001355556,0.004423518,25,434,36,406,3.5,0.46,0.96,UNDEV,UNDEV
RT052119,TidalCreek,3.71,12.16,26.59,6.95,5.11,6.93,,,17,1.230448921,41.33,7.36,0,0,0,0,0.02,0.001149759,0,0.007991175,7,71,8,30,2,0.29,0.88,UNDEV,UNDEV
RT052197,TidalCreek,4.13,10.8,30.67,6.93,3.04,49.69,,,60,1.77815125,106.68,22.72,0,0,0,0,0.05,0.008746875,0,0.01,15,168,5,12,3,0.2,0.35,UNDEV,UNDEV
RT052198,TidalCreek,2.18,35.35,29.36,7.61,4.88,2.62,,,2,0.301029996,10.42,3.86,0,0,0,0,0.0074,8.64E-05,0,0.002531028,5,24,8,23,3,,1.58,UNDEV,UNDEV
RT052200,TidalCreek,4.01,27.81,27.98,7.32,2.9,18.5,,,50,1.698970004,61.16,7.84,0,0,0,0,0.03,0.000457894,0,0.01,18,162,39,281,4.5,0.61,4.67,UNDEV,DEV
RT052201,TidalCreek,5.37,19.66,30.64,7.34,6.13,78.79,,,17,1.230448921,156.81,85.37,1.3,0,0,0,0.08,0.003062377,0.007244444,0.03,6,22,12,35,3,0.36,0.61,UNDEV,UNDEV
RT052202,TidalCreek,4.98,1.24,29.51,6.95,3.28,32.35,,,30,1.477121255,66.9,7.51,0.3,0,0,0,0.03,0.001026433,0.001691667,0.01,5,11,7,147,2,0.23,5.38,UNDEV,DEV
RT052203,TidalCreek,4.05,24.54,33.05,7.31,14.5,4.29,,,80,1.903089987,16.33,5.4,0,0,0,0,0.0093,0.000277728,0,0.003195726,11,91,10,49,3.5,0.37,0.86,UNDEV,UNDEV
RT06001,TidalCreek,6.21,15.82,29.57,7.48,16.6,63.98,,,96,1.982271233,213.96,57.18,0,0,0,0,0.12,0.005058024,0,0.04,10,91,9,150,3,0.27,0.28,UNDEV,UNDEV
RT06002,TidalCreek,4.29,35.28,30.28,7.66,6.5,10.67,,,7,0.84509804,82.41,0,0,0,0,0,0.03,0.000181171,0,0.01,6,246,11,97,3,0.24,1.64,UNDEV,UNDEV
RT06003,TidalCreek,3.31,30.92,31.83,7.25,16.1,96.23,,,0,0,242.62,12.85,0,0,0,0,0.11,0.006640606,0,0.03,16,124,13,163,2,0.31,0.13,UNDEV,UNDEV
RT06006,TidalCreek,4.42,37.01,30.26,7.75,3.97,14.02,,,7,0.84509804,60.02,0,0,0,0,0,0.03,0.000206265,0,0.01,18,27,56,745,5,,1.64,UNDEV,UNDEV
RT06007,TidalCreek,4.57,34.04,29.51,7.57,6.37,6.44,,,0,0,20.31,0,0,0,0,0,0.01,8.67E-05,0,0.0040526,15,29,31,258,3.5,0.44,0.24,UNDEV,UNDEV
RT06008,TidalCreek,4.57,35.3,30.73,7.66,9,10.06,,,23,1.361727836,49.87,4.87,0,0,0,0,0.02,0.000550857,0,0.008719688,11,14,58,1139,4.5,0.53,20.54,DEV,DEV
RT06010,TidalCreek,4.32,31.74,26.79,7.39,14.6,35.46,,,30,1.477121255,82.94,8.01,0.39,0,0,0,0.04,0.000585462,0.002194444,0.01,15,1017,5,5,2,,2.52,UNDEV,DEV
RT06012,TidalCreek,4.6,22.65,31.27,7.27,13.5,4.75,,,900,2.954242509,79.56,0,0.45,0,0,0,0.03,6.03E-05,0.002538889,0.01,13,203,10,69,2.5,,2.56,UNDEV,DEV
RT06013,TidalCreek,4.43,34.46,30.45,7.54,10,15.2,,,23,1.361727836,31.2,0,0,0,0,0,0.02,0.000120568,0,0.006658326,8,41,37,267,4,,7.08,UNDEV,DEV
RT06014,TidalCreek,4.7,35.82,30.65,7.54,14.4,2.9,,,22,1.342422681,12.37,0,0,0,0,0,0.007,0,0,0.002339699,12,53,12,84,2.5,0.29,5.73,UNDEV,DEV
RT06018,TidalCreek,4.28,37.1,30.21,7.56,5.32,13.43,,,0,0,33.17,0,0,0,0,0,0.02,0.000119128,0,0.006922316,23,161,47,563,4.5,0.55,1.64,UNDEV,UNDEV
RT06019,TidalCreek,3.21,21.5,29.52,6.93,3.98,8.56,,,30,1.477121255,35.07,0,0,0,0,0,0.01,0.000736962,0,0.005806222,5,39,11,74,3,0.28,0.07,UNDEV,UNDEV
RT06020,TidalCreek,4.8,36.93,30.48,7.84,6.14,12.5,,,2,0.301029996,51.39,2.63,0,0,0,0,0.02,0.000323629,0,0.009333826,6,8,48,384,4,0.51,12.34,UNDEV,DEV
RT06021,TidalCreek,4.66,10.69,28.81,6.45,14.7,1.73,,,170,2.230448921,13.97,0,0,0,0,0,0.0068,0.000131966,0,0.002253138,7,22,7,131,2.5,0.33,0.42,UNDEV,UNDEV
RT06024,TidalCreek,5.04,37.07,29.21,7.77,4.94,43.19,,,0,0,106.34,3.19,0,0,0,0,0.06,0.000482519,0,0.02,5,7,77,1301,4.5,0.69,20.54,DEV,DEV
RT06026,TidalCreek,4.13,32.37,31.93,7.35,14.3,7.79,,,130,2.113943352,27.97,2.15,0.23,0,0,0,0.01,0.00012049,0.001294444,0.005771491,0,0,17,333,3,0.44,0.71,UNDEV,UNDEV
RT06027,TidalCreek,3.17,35.99,31.13,7.47,9.5,11.88,,,22,1.342422681,42.06,2.88,0,0,0,0,0.02,0.000400295,0,0.008586087,0,0,19,340,3.5,0.33,0.47,UNDEV,UNDEV
RT06028,TidalCreek,4.62,37.49,29.33,7.7,6.17,12.88,,,7,0.84509804,60.71,3.1,0,0,0,0,0.03,0.00038297,0,0.01,10,17,63,690,5,0.66,3.44,UNDEV,DEV
RT06029,TidalCreek,4.43,33.17,30.09,7.55,7.67,30.05,,,0,0,87.25,3.4,0,0,0,0,0.04,0.000565213,0,0.01,6,16,56,399,4.5,0.69,0.5,UNDEV,UNDEV
RT06031,TidalCreek,3.79,37.32,30.74,7.49,4.28,14.57,,,0,0,52.6,0,0,0,0,0,0.02,0.000287618,0,0.009392338,16,83,36,261,3.5,0.47,5.2,UNDEV,DEV
RT06032,TidalCreek,4.67,35.76,28.99,7.72,6.99,4.96,,,0,0,27.16,0,0,0,0,0,0.01,0.000189186,0,0.006275789,10,64,76,1221,4.5,,0.44,UNDEV,UNDEV
RT06033,TidalCreek,4.88,36.07,28.7,7.76,4.54,4.64,,,,,23.6,11.58,0,0,0,0,0.01,0.000328831,0,0.005632445,7,12,90,883,4.5,,1.61,UNDEV,UNDEV
RT06035,TidalCreek,3.48,31.4,32.59,7.36,37.3,42.81,,,70,1.84509804,113.53,6.21,0,0,0,0,0.07,0.001183113,0,0.02,2,57,13,65,2.5,0.44,1.05,UNDEV,UNDEV
RT06036,TidalCreek,3.86,37.73,30.81,7.59,6.13,49.25,,,0,0,144.4,123.13,0.47,0,0,0,0.07,0.004384868,0.002622222,0.02,12,32,30,122,3.5,0.49,12.34,UNDEV,DEV
RT06037,TidalCreek,3.73,33.14,30.51,7.27,9.8,7.7,,,17,1.230448921,28.64,0,0,0,0,0,0.01,9.62E-05,0,0.005721179,26,2675,29,375,3.5,0.5,0.38,UNDEV,UNDEV
RT07038,TidalCreek,4.16,35.19,28.92,7.34,6.18,64.48,0,0,17,1.230448921,117.61,91.66,0.86,2.07,0,0.04,0.06,0.007274714,0.004822223,0.02,13,26,13,61,3.5,0.37,0.36,UNDEV,UNDEV
RT07039,TidalCreek,4.56,34.16,31.11,7.48,9.63,87.34,0,0,0,0,186.61,72.16,0.57,0,0,0,0.1,0.004796839,0.0032,0.03,9,23,18,191,3,0.37,1.73,UNDEV,DEV
RT07040,TidalCreek,5.4,11.29,29.83,7.38,14.1,25.13,0,0,50,1.698970004,103.7,190.31,1.72,1.22,0,0.02,0.05,0.007179474,0.009555556,0.02,0,0,6,147,1.5,0.17,35.9,DEV,DEV
RT07042,TidalCreek,5.24,34.59,32.07,7.48,9.89,2.63,0,0,13,1.113943352,20.21,1.18,0.13,0,0,0,0.01,2.65E-05,0.000727778,0.003527961,4,118,10,133,3,0.37,9.16,UNDEV,DEV
RT07043,TidalCreek,5.19,34.73,30.24,7.77,8.16,5.68,0,0,22,1.342422681,23.89,0,0.13,0,0,0,0.01,0,0.000755556,0.004754349,18,32,34,266,4.5,0.56,1.07,UNDEV,UNDEV
RT07048,TidalCreek,4.15,34.63,28.81,7.42,11.4,38.92,0,0,2,0.301029996,108.87,1.3,0.16,0,0,0,0.06,0.000598924,0.0009,0.02,15,64,32,182,4,0.51,0.44,UNDEV,UNDEV
RT07049,TidalCreek,4.65,36.77,31.31,7.81,9.76,0.97,0,0,23,1.361727836,10,0,0,0,0,0,0.0063,0,0,0.0020866,4,17,24,91,4,0.55,17.36,UNDEV,DEV
RT07053,TidalCreek,1.42,26.42,28.71,7.06,14,78.31,158,2.198657087,30,1.477121255,172.95,47.18,0.28,0,0,0,0.09,0.005764087,0.001594445,0.03,9,39,26,1347,2.5,0.4,0.3,UNDEV,UNDEV
RT07055,TidalCreek,4.59,19.94,30.3,7.25,13.7,33.92,0,0,2,0.301029996,106.97,36.68,0.24,0.59,0,0.01,0.05,0.003098388,0.001377778,0.02,10,27,11,54,3,0.4,0.47,UNDEV,UNDEV
RT07056,TidalCreek,5.07,25.2,30.81,7.49,11,35.62,0,0,2,0.301029996,124.36,60.85,1.47,0,0,0,0.06,0.002726603,0.008194445,0.02,0,0,17,118,4,0.39,12.5,UNDEV,DEV
RT07057,TidalCreek,4.4,36.5,29.1,7.39,9.04,28.39,0,0,2,0.301029996,59.45,20.36,0,0,0,0,0.03,0.000454568,0,0.01,14,51,34,145,4,0.58,0.5,UNDEV,UNDEV
RT07058,TidalCreek,5.33,34.31,31.8,7.56,9.73,36.68,0,0,5,0.698970004,112.87,43.59,0.2,0,0,0,0.05,0.001566574,0.001133333,0.02,8,62,12,92,3.5,0.39,9.16,UNDEV,DEV
RT07060,TidalCreek,4.99,31.47,28.27,7.58,12.3,45.71,0,0,2,0.301029996,108.07,55.11,0.92,0,0,0,0.06,0.001466423,0.005138889,0.02,2,2,32,295,4,0.52,0.48,UNDEV,UNDEV
RT07062,TidalCreek,4.07,30.71,31.6,7.31,6.93,43.88,41,1.612783857,11,1.041392685,112.32,330,0.34,0,0,0,0.06,0.00949328,0.001913889,0.03,8,23,46,468,4,0.59,0.36,UNDEV,UNDEV
