"","RESPONSE","RESPONSE_CATEGORY","HABITAT","SPATIAL_UNIT","SCENARIO_NUMBER","SCENARIO_NAME","PROJECTION","SCENARIO_PROJECTION","PREDICTED","PREDICTED_LOWER","PREDICTED_UPPER","BASELINE","BASELINE_LOWER","BASELINE_UPPER","PRCT_CHANGE"
"511","benthsprich","biological","OpenWater","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",22.4200257874467,20.4658793101019,24.5607603120021,22.1401934814571,21.0719238059456,23.2626205329218,1.26391084262187
"512","benthsprich","biological","TidalCreek","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",20.4177577360646,18.7066498015951,22.285381689942,20.356855911044,19.3661423022351,21.3982514491376,0.299171076745432
"513","benthsprich","biological","AllHabitats","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",21.4016529749873,19.6825949025154,23.2708518531388,21.2353039863212,20.4297983018531,22.0725691330279,0.783360524404307
"514","benthsprich","biological","OpenWater","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",25.3690715247564,23.3095316949423,27.6105843073566,22.1401934814571,21.0719238059456,23.2626205329218,14.58378422033
"515","benthsprich","biological","TidalCreek","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",23.1050677339278,21.3172945652618,25.0427723534549,20.356855911044,19.3661423022351,21.3982514491376,13.5001781949682
"516","benthsprich","biological","AllHabitats","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",24.2175974144586,22.4343937278661,26.1425395151331,21.2353039863212,20.4297983018531,22.0725691330279,14.0440345476502
"517","benthsprich","biological","OpenWater","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",22.7399779110711,20.7618813921977,24.9065383636345,22.1401934814571,21.0719238059456,23.2626205329218,2.70902975674691
"518","benthsprich","biological","TidalCreek","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",20.707090241452,18.9754825087885,22.5967158447246,20.356855911044,19.3661423022351,21.3982514491376,1.72047359345897
"519","benthsprich","biological","AllHabitats","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",21.7060065738851,19.9666253105279,23.5969130515569,21.2353039863212,20.4297983018531,22.0725691330279,2.2166039528662
"520","benthsprich","biological","OpenWater","HUC 12","8","Pop","High","Pop (High)",26.2134041333744,23.5513380509215,29.1763701397308,22.1401934814571,21.0719238059456,23.2626205329218,18.3973579785051
"521","benthsprich","biological","TidalCreek","HUC 12","8","Pop","High","Pop (High)",23.7902133585821,21.511842318783,26.3098921635679,20.356855911044,19.3661423022351,21.3982514491376,16.865853266051
"522","benthsprich","biological","AllHabitats","HUC 12","8","Pop","High","Pop (High)",24.9799022973592,22.6232759860575,27.5820141685126,21.2353039863212,20.4297983018531,22.0725691330279,17.6338342669834
"523","benthsprich","biological","OpenWater","HUC 12","9","Temp","High","Temp (High)",19.2049206496859,18.0087292085772,20.4805665568598,22.1401934814571,21.0719238059456,23.2626205329218,-13.25766567591
"524","benthsprich","biological","TidalCreek","HUC 12","9","Temp","High","Temp (High)",17.6541203067409,16.542225755066,18.8407514453994,20.356855911044,19.3661423022351,21.3982514491376,-13.2767830951575
"525","benthsprich","biological","AllHabitats","HUC 12","9","Temp","High","Temp (High)",18.4179809599677,17.4032296678484,19.4919005906375,21.2353039863212,20.4297983018531,22.0725691330279,-13.2671659806151
"526","benthsprich","biological","OpenWater","HUC 12","10","Precip","High","Precip (High)",22.7766198456378,21.6574748502384,23.9535963993971,22.1401934814571,21.0719238059456,23.2626205329218,2.87452936991609
"527","benthsprich","biological","TidalCreek","HUC 12","10","Precip","High","Precip (High)",20.9378826818669,19.9010215854793,22.0287651725122,20.356855911044,19.3661423022351,21.3982514491376,2.8542068252675
"528","benthsprich","biological","AllHabitats","HUC 12","10","Precip","High","Precip (High)",21.8435744557478,20.9904769787464,22.7313436224875,21.2353039863212,20.4297983018531,22.0725691330279,2.86443024229109
"529","benthsprich","biological","OpenWater","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",19.7569717342302,18.531418293002,21.0635757034621,22.1401934814571,21.0719238059456,23.2626205329218,-10.7642317996133
"530","benthsprich","biological","TidalCreek","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",18.1580054134769,17.0191800631918,19.3730343865943,20.356855911044,19.3661423022351,21.3982514491376,-10.8015231191679
"531","benthsprich","biological","AllHabitats","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",18.9455511766045,17.907391974051,20.0438963923645,21.2353039863212,20.4297983018531,22.0725691330279,-10.7827644529678
"532","benthsprich","biological","OpenWater","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",22.7381186510964,20.2478845527385,25.5346200954812,22.1401934814571,21.0719238059456,23.2626205329218,2.70063208860447
"533","benthsprich","biological","TidalCreek","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",20.631638333088,18.4782376301965,23.0359901645458,20.356855911044,19.3661423022351,21.3982514491376,1.34982741561245
"534","benthsprich","biological","AllHabitats","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",21.665777197773,19.4337507575561,24.1541587848671,21.2353039863212,20.4297983018531,22.0725691330279,2.02715822542101
"535","benthsprich","biological","OpenWater","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",26.9669161340431,24.2204714587493,30.0247898567563,22.1401934814571,21.0719238059456,23.2626205329218,21.8007248068019
"536","benthsprich","biological","TidalCreek","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",24.4692352520085,22.1182705799873,27.0700854143578,20.356855911044,19.3661423022351,21.3982514491376,20.2014464263778
"537","benthsprich","biological","AllHabitats","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",25.6954341732595,23.2631861427136,28.3819823003529,21.2353039863212,20.4297983018531,22.0725691330279,21.0033733908935
"538","benthsprich","biological","OpenWater","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",23.3917325498886,20.8351435065169,26.2620294174777,22.1401934814571,21.0719238059456,23.2626205329218,5.65279192108089
"539","benthsprich","biological","TidalCreek","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",21.2205079625555,19.0106568967124,23.6872381967377,20.356855911044,19.3661423022351,21.3982514491376,4.24256110710569
"540","benthsprich","biological","AllHabitats","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",22.2863782720534,19.9957662738286,24.8393909832371,21.2353039863212,20.4297983018531,22.0725691330279,4.94965500098006
"541","mambi","biological","OpenWater","Grid 400","0","Baseline","NA","Baseline (NA)",0.471246895205471,0.460397396145029,0.482096394265912,0.471246895205471,0.460397396145029,0.482096394265912,0
"542","mambi","biological","TidalCreek","Grid 400","0","Baseline","NA","Baseline (NA)",0.41773237772348,0.408482417011444,0.426982338435516,0.41773237772348,0.408482417011444,0.426982338435516,0
"543","mambi","biological","AllHabitats","Grid 400","0","Baseline","NA","Baseline (NA)",0.444654601068304,0.436858043788632,0.452451158347975,0.444654601068304,0.436858043788632,0.452451158347975,0
"544","mambi","biological","OpenWater","Grid 400","1","Pop","Low","Pop (Low)",0.5664326273474,0.538158968011229,0.594706286683571,0.471246895205471,0.460397396145029,0.482096394265912,20.1986969273139
"545","mambi","biological","TidalCreek","Grid 400","1","Pop","Low","Pop (Low)",0.502367336464878,0.478004123509175,0.52673054942058,0.41773237772348,0.408482417011444,0.426982338435516,20.2605695068776
"546","mambi","biological","AllHabitats","Grid 400","1","Pop","Low","Pop (Low)",0.534597470472361,0.509048093927841,0.560146847016881,0.444654601068304,0.436858043788632,0.452451158347975,20.2275809556373
"547","mambi","biological","OpenWater","Grid 400","2","Temp","Low","Temp (Low)",0.453484530254991,0.440797183788233,0.46617187672175,0.471246895205471,0.460397396145029,0.482096394265912,-3.76922694477054
"548","mambi","biological","TidalCreek","Grid 400","2","Temp","Low","Temp (Low)",0.399942485620348,0.388824683626946,0.411060287613749,0.41773237772348,0.408482417011444,0.426982338435516,-4.25868164686728
"549","mambi","biological","AllHabitats","Grid 400","2","Temp","Low","Temp (Low)",0.426878557397086,0.416806077161652,0.43695103763252,0.444654601068304,0.436858043788632,0.452451158347975,-3.99771949475169
"550","mambi","biological","OpenWater","Grid 400","3","Precip","Low","Precip (Low)",0.472309643065362,0.461366299489422,0.483252986641302,0.471246895205471,0.460397396145029,0.482096394265912,0.225518273054789
"551","mambi","biological","TidalCreek","Grid 400","3","Precip","Low","Precip (Low)",0.41878771683102,0.409429218048418,0.428146215613621,0.41773237772348,0.408482417011444,0.426982338435516,0.252635219058507
"552","mambi","biological","AllHabitats","Grid 400","3","Precip","Low","Precip (Low)",0.445713667390344,0.437787836411897,0.45363949836879,0.444654601068304,0.436858043788632,0.452451158347975,0.238177299750311
"553","mambi","biological","OpenWater","Grid 400","4","Temp + Precip","Low","Temp + Precip (Low)",0.454547278114883,0.441845007354581,0.467249548875185,0.471246895205471,0.460397396145029,0.482096394265912,-3.54370867171575
"554","mambi","biological","TidalCreek","Grid 400","4","Temp + Precip","Low","Temp + Precip (Low)",0.400997824727888,0.389863729241059,0.412131920214716,0.41773237772348,0.408482417011444,0.426982338435516,-4.00604642780878
"555","mambi","biological","AllHabitats","Grid 400","4","Temp + Precip","Low","Temp + Precip (Low)",0.427937623719126,0.417846755269228,0.438028492169023,0.444654601068304,0.436858043788632,0.452451158347975,-3.75954219500139
"556","mambi","biological","OpenWater","Grid 400","5","Pop + Temp","Low","Pop + Temp (Low)",0.548670262396921,0.519447168440763,0.577893356353079,0.471246895205471,0.460397396145029,0.482096394265912,16.4294699825434
"557","mambi","biological","TidalCreek","Grid 400","5","Pop + Temp","Low","Pop + Temp (Low)",0.484577444361745,0.459264821146008,0.509890067577482,0.41773237772348,0.408482417011444,0.426982338435516,16.0018878600103
"558","mambi","biological","AllHabitats","Grid 400","5","Pop + Temp","Low","Pop + Temp (Low)",0.516821426801143,0.490294600394917,0.543348253207369,0.444654601068304,0.436858043788632,0.452451158347975,16.2298614608857
"559","mambi","biological","OpenWater","Grid 400","6","Pop + Precip","Low","Pop + Precip (Low)",0.567495375207292,0.539246253660801,0.595744496753783,0.471246895205471,0.460397396145029,0.482096394265912,20.4242152003687
"560","mambi","biological","TidalCreek","Grid 400","6","Pop + Precip","Low","Pop + Precip (Low)",0.503422675572418,0.479082905850849,0.527762445293986,0.41773237772348,0.408482417011444,0.426982338435516,20.5132047259361
"561","mambi","biological","AllHabitats","Grid 400","6","Pop + Precip","Low","Pop + Precip (Low)",0.535656536794401,0.510131922212381,0.561181151376421,0.444654601068304,0.436858043788632,0.452451158347975,20.4657582553876
"562","mambi","biological","OpenWater","Grid 400","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.549733010256813,0.520562201910061,0.578903818603564,0.471246895205471,0.460397396145029,0.482096394265912,16.6549882555982
"563","mambi","biological","TidalCreek","Grid 400","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.485632783469285,0.460375507814704,0.510890059123866,0.41773237772348,0.408482417011444,0.426982338435516,16.2545230790688
"564","mambi","biological","AllHabitats","Grid 400","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",0.517880493123183,0.491408883734457,0.54435210251191,0.444654601068304,0.436858043788632,0.452451158347975,16.4680387606359
"565","mambi","biological","OpenWater","Grid 400","8","Pop","High","Pop (High)",0.603042524325065,0.565377117026792,0.640707931623339,0.471246895205471,0.460397396145029,0.482096394265912,27.9674265147423
"566","mambi","biological","TidalCreek","Grid 400","8","Pop","High","Pop (High)",0.534919243673108,0.50232207941382,0.567516407932395,0.41773237772348,0.408482417011444,0.426982338435516,28.053096240292
"567","mambi","biological","AllHabitats","Grid 400","8","Pop","High","Pop (High)",0.569190881781614,0.534628029801425,0.603753733761803,0.444654601068304,0.436858043788632,0.452451158347975,28.0074197847286
"568","mambi","biological","OpenWater","Grid 400","9","Temp","High","Temp (High)",0.448155820769848,0.434428351623223,0.461883289916472,0.471246895205471,0.460397396145029,0.482096394265912,-4.8999950282017
"569","mambi","biological","TidalCreek","Grid 400","9","Temp","High","Temp (High)",0.394605517989408,0.382375999399299,0.406835036579517,0.41773237772348,0.408482417011444,0.426982338435516,-5.53628614092746
"570","mambi","biological","AllHabitats","Grid 400","9","Temp","High","Temp (High)",0.42154574429572,0.410224292485716,0.432867196105725,0.444654601068304,0.436858043788632,0.452451158347975,-5.1970353431772
"571","mambi","biological","OpenWater","Grid 400","10","Precip","High","Precip (High)",0.473372390925254,0.462247609280402,0.484497172570106,0.471246895205471,0.460397396145029,0.482096394265912,0.451036546109578
"572","mambi","biological","TidalCreek","Grid 400","10","Precip","High","Precip (High)",0.41984305593856,0.410275774790786,0.429410337086333,0.41773237772348,0.408482417011444,0.426982338435516,0.505270438117
"573","mambi","biological","AllHabitats","Grid 400","10","Precip","High","Precip (High)",0.446772733712384,0.438599815071041,0.454945652353726,0.444654601068304,0.436858043788632,0.452451158347975,0.476354599500609
"574","mambi","biological","OpenWater","Grid 400","11","Temp + Precip","High","Temp + Precip (High)",0.450281316489631,0.436491451274786,0.464071181704476,0.471246895205471,0.460397396145029,0.482096394265912,-4.44895848209212
"575","mambi","biological","TidalCreek","Grid 400","11","Temp + Precip","High","Temp + Precip (High)",0.396716196204488,0.384418896055404,0.409013496353571,0.41773237772348,0.408482417011444,0.426982338435516,-5.03101570281046
"576","mambi","biological","AllHabitats","Grid 400","11","Temp + Precip","High","Temp + Precip (High)",0.4236638769398,0.412268040673898,0.435059713205703,0.444654601068304,0.436858043788632,0.452451158347975,-4.72068074367659
"577","mambi","biological","OpenWater","Grid 400","12","Pop + Temp","High","Pop + Temp (High)",0.579951449889442,0.541095140415337,0.618807759363547,0.471246895205471,0.460397396145029,0.482096394265912,23.0674314865406
"578","mambi","biological","TidalCreek","Grid 400","12","Pop + Temp","High","Pop + Temp (High)",0.511792383939036,0.477984268485751,0.54560049939232,0.41773237772348,0.408482417011444,0.426982338435516,22.5168100993646
"579","mambi","biological","AllHabitats","Grid 400","12","Pop + Temp","High","Pop + Temp (High)",0.546082025009031,0.510299352007626,0.581864698010435,0.444654601068304,0.436858043788632,0.452451158347975,22.8103844415514
"580","mambi","biological","OpenWater","Grid 400","13","Pop + Precip","High","Pop + Precip (High)",0.605168020044849,0.567548506302014,0.642787533787684,0.471246895205471,0.460397396145029,0.482096394265912,28.4184630608519
"581","mambi","biological","TidalCreek","Grid 400","13","Pop + Precip","High","Pop + Precip (High)",0.537029921888188,0.504475485313584,0.569584358462791,0.41773237772348,0.408482417011444,0.426982338435516,28.558366678409
"582","mambi","biological","AllHabitats","Grid 400","13","Pop + Precip","High","Pop + Precip (High)",0.571309014425694,0.536791332455352,0.605826696396036,0.444654601068304,0.436858043788632,0.452451158347975,28.4837743842292
"583","mambi","biological","OpenWater","Grid 400","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.582076945609226,0.543320971489886,0.620832919728565,0.471246895205471,0.460397396145029,0.482096394265912,23.5184680326502
"584","mambi","biological","TidalCreek","Grid 400","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.513903062154116,0.480200001995282,0.54760612231295,0.41773237772348,0.408482417011444,0.426982338435516,23.0220805374816
"585","mambi","biological","AllHabitats","Grid 400","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",0.548200157653111,0.512521608941919,0.583878706364302,0.444654601068304,0.436858043788632,0.452451158347975,23.286739041052
